customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS000439,50s,couple,middle,single_household,0.54,0.89,dairy,medium
CUS000440,40s,couple,middle,single_household,0.47,0.7,meat,medium
CUS000441,50s,senior,middle,single_household,0.66,0.79,deli,low
CUS000442,20s,senior,low,single_household,1.0,0.63,deli,low
CUS000443,50s,single,high,single_household,0.54,0.9,meat,low
CUS000444,20s,family,high,apartment,0.64,0.83,meat,high
CUS000445,30s,family,high,apartment,0.19,0.52,produce,medium
CUS000446,50s,family,middle,apartment,0.63,0.5,produce,medium
CUS000447,60_plus,senior,high,villa,0.36,0.8,deli,medium
CUS000448,40s,senior,high,villa,0.45,0.99,meat,medium
CUS000449,20s,family,low,apartment,0.65,0.44,cheese,high
CUS000450,40s,family,high,apartment,0.54,0.57,dairy,medium
CUS000451,20s,family,high,apartment,0.6,0.67,meat,high
CUS000452,50s,couple,middle,villa,0.65,0.57,deli,low
CUS000453,50s,senior,middle,apartment,0.31,0.98,produce,high
CUS000454,20s,couple,middle,apartment,0.59,0.62,cheese,medium
CUS000455,20s,single,middle,apartment,0.48,0.7,deli,high
CUS000456,20s,single,low,single_household,0.72,0.51,meat,medium
CUS000457,60_plus,couple,low,villa,0.65,0.81,produce,low
CUS000458,40s,family,middle,villa,0.55,0.54,produce,medium
CUS000459,50s,family,high,villa,0.26,0.99,dairy,medium
CUS000460,40s,couple,low,villa,0.51,0.71,meat,high
CUS000461,40s,family,middle,apartment,0.57,0.82,produce,medium
CUS000462,20s,family,middle,apartment,0.79,0.74,meat,medium
CUS000463,60_plus,couple,low,apartment,0.75,0.59,meat,low
CUS000464,30s,family,high,apartment,0.53,1.0,meat,high
CUS000465,40s,family,middle,single_household,0.71,0.71,cheese,medium
CUS000466,40s,family,middle,apartment,0.4,0.95,deli,low
CUS000467,40s,family,low,villa,0.27,0.67,meat,low
CUS000468,60_plus,couple,low,apartment,0.45,0.93,meat,high
CUS000469,20s,family,middle,single_household,0.44,0.87,dairy,high
CUS000470,40s,single,high,apartment,0.59,0.86,meat,medium
CUS000471,30s,single,middle,apartment,0.69,0.59,meat,low
CUS000472,40s,family,low,apartment,0.7,0.63,meat,high
CUS000473,20s,single,low,apartment,0.75,0.6,produce,high
CUS000474,20s,single,high,apartment,0.5,0.53,cheese,high
CUS000475,30s,couple,middle,apartment,0.65,0.55,produce,medium
CUS000476,30s,family,low,apartment,0.8,0.67,meat,high
CUS000477,30s,family,low,single_household,0.69,0.63,produce,medium
CUS000478,40s,single,middle,single_household,0.49,0.6,meat,medium
CUS000479,40s,family,middle,villa,0.48,0.91,meat,medium
CUS000480,30s,family,low,villa,0.55,0.58,meat,low
CUS000481,30s,family,high,apartment,0.41,0.8,dairy,low
CUS000482,30s,family,low,apartment,0.82,0.84,meat,low
CUS000483,40s,couple,middle,apartment,0.65,0.86,produce,high
CUS000484,30s,family,high,villa,0.17,0.58,deli,medium
CUS000485,20s,single,low,single_household,0.47,0.71,meat,high
CUS000486,30s,family,middle,apartment,0.76,0.55,meat,low
CUS000487,40s,couple,low,villa,0.69,0.66,deli,medium
CUS000488,30s,couple,middle,villa,0.42,0.63,produce,low
CUS000489,40s,family,high,apartment,0.66,0.97,produce,medium
CUS000490,40s,couple,high,apartment,0.27,0.81,produce,high
CUS000491,50s,family,high,apartment,0.18,0.99,cheese,low
CUS000492,40s,family,middle,apartment,0.58,0.91,produce,low
CUS000493,40s,family,high,apartment,0.42,0.76,dairy,low
CUS000494,30s,family,high,apartment,0.49,0.73,deli,low
CUS000495,50s,senior,low,villa,0.52,0.9,meat,low
CUS000496,40s,senior,middle,apartment,0.56,0.76,produce,medium
CUS000497,30s,family,high,apartment,0.38,0.75,produce,high
CUS000498,40s,single,low,villa,0.42,0.75,deli,low
CUS000499,30s,single,low,apartment,0.6,0.71,dairy,medium
CUS000500,40s,family,low,apartment,0.81,0.7,meat,medium
CUS000501,50s,senior,high,villa,0.18,0.98,dairy,low
CUS000502,50s,family,middle,apartment,0.14,0.84,dairy,low
CUS000503,60_plus,family,high,apartment,0.27,0.93,deli,medium
CUS000504,40s,family,high,apartment,0.24,0.91,dairy,medium
CUS000505,40s,couple,low,villa,0.72,0.73,dairy,medium
CUS000506,50s,family,low,apartment,0.37,0.91,cheese,low
CUS000507,30s,couple,high,apartment,0.32,0.91,cheese,medium
CUS000508,50s,family,low,apartment,0.78,0.62,meat,medium
CUS000509,40s,family,high,apartment,0.6,0.85,meat,medium
CUS000510,20s,single,low,villa,0.62,0.52,dairy,low
CUS000511,20s,family,low,villa,0.61,0.42,dairy,medium
CUS000512,50s,couple,low,apartment,0.5,0.69,dairy,low
CUS000513,20s,single,middle,single_household,0.81,0.62,deli,medium
CUS000514,30s,single,middle,villa,0.62,0.45,produce,medium
CUS000515,30s,couple,high,apartment,0.42,0.65,produce,medium
CUS000516,20s,single,low,single_household,0.88,0.69,deli,medium
CUS000517,30s,family,low,apartment,0.79,0.72,produce,medium
CUS000518,50s,single,middle,single_household,0.41,0.66,deli,medium
CUS000519,20s,family,low,villa,1.0,0.5,meat,high
CUS000520,50s,family,middle,villa,0.42,0.97,produce,high
CUS000521,50s,family,low,apartment,0.62,0.71,meat,high
CUS000522,30s,single,middle,single_household,0.53,0.81,deli,high
CUS000523,20s,single,low,single_household,0.86,0.35,produce,high
CUS000524,40s,family,middle,apartment,0.42,0.93,dairy,medium
CUS000525,20s,single,low,single_household,0.91,0.72,deli,low
CUS000526,30s,family,middle,apartment,0.26,0.9,produce,medium
CUS000527,60_plus,senior,low,single_household,0.64,0.83,produce,high
CUS000528,60_plus,family,low,apartment,0.7,0.79,dairy,low
CUS000529,50s,couple,middle,single_household,0.61,0.86,deli,low
CUS000530,30s,single,high,single_household,0.39,0.62,meat,medium
CUS000531,40s,family,high,apartment,0.36,0.76,dairy,high
CUS000532,50s,couple,high,apartment,0.37,0.94,deli,high
CUS000533,30s,family,high,single_household,0.57,0.86,produce,medium
CUS000534,40s,family,middle,apartment,0.59,0.97,meat,medium
CUS000535,20s,single,low,single_household,0.78,0.65,produce,low
CUS000536,30s,family,middle,apartment,0.51,0.76,deli,medium
CUS000537,40s,family,high,apartment,0.36,0.71,meat,medium
CUS000538,20s,single,middle,villa,0.47,0.69,cheese,medium
CUS000539,20s,single,low,villa,0.91,0.66,meat,low
CUS000540,50s,family,middle,apartment,0.7,0.95,cheese,medium
CUS000541,60_plus,senior,low,apartment,0.89,0.83,produce,medium
CUS000542,40s,family,middle,apartment,0.69,0.78,dairy,low
CUS000543,50s,couple,middle,apartment,0.45,0.79,produce,medium
CUS000544,60_plus,couple,middle,single_household,0.54,0.58,meat,medium
CUS000545,20s,single,high,apartment,0.48,0.55,deli,high
CUS000546,30s,family,high,apartment,0.57,0.81,dairy,low
CUS000547,30s,family,middle,apartment,0.43,0.77,produce,high
CUS000548,20s,single,middle,villa,0.89,0.74,dairy,medium
CUS000549,50s,family,high,apartment,0.62,0.95,dairy,low
CUS000550,30s,single,low,apartment,0.73,0.71,produce,medium
CUS000551,40s,family,middle,apartment,0.56,0.65,cheese,medium
CUS000552,20s,single,middle,villa,0.54,0.66,produce,medium
CUS000553,20s,single,high,single_household,0.58,0.7,meat,medium
CUS000554,60_plus,senior,middle,apartment,0.59,0.84,deli,low
CUS000555,20s,single,low,single_household,0.62,0.63,dairy,medium
CUS000556,30s,family,low,apartment,0.53,0.63,cheese,low
CUS000557,30s,family,low,apartment,0.64,0.76,cheese,medium
CUS000558,40s,couple,high,villa,0.47,0.82,meat,low
CUS000559,40s,family,middle,apartment,0.52,0.93,meat,low
CUS000560,40s,family,high,apartment,0.43,0.67,deli,medium
CUS000561,20s,senior,middle,apartment,0.52,0.72,meat,medium
CUS000562,30s,single,low,apartment,0.46,0.46,deli,high
CUS000563,50s,family,low,apartment,0.48,0.61,dairy,medium
CUS000564,40s,family,high,apartment,0.37,0.67,produce,low
CUS000565,40s,family,high,apartment,0.47,0.58,meat,medium
CUS000566,40s,single,middle,single_household,0.54,0.67,produce,medium
CUS000567,50s,couple,high,single_household,0.4,0.61,meat,high
CUS000568,20s,single,low,apartment,0.88,0.52,produce,low
CUS000569,30s,senior,middle,apartment,0.75,0.82,produce,high
CUS000570,40s,family,low,apartment,0.78,0.55,meat,medium
CUS000571,30s,single,low,single_household,0.29,0.51,dairy,medium
CUS000572,50s,couple,low,single_household,0.79,0.59,dairy,medium
CUS000573,40s,couple,low,apartment,0.65,0.44,cheese,medium
CUS000574,50s,couple,low,apartment,0.69,0.81,dairy,medium
CUS000575,50s,couple,middle,single_household,0.4,0.86,cheese,low
CUS000576,40s,family,middle,apartment,0.73,0.48,produce,medium
CUS000577,60_plus,senior,low,apartment,0.32,0.83,cheese,high
CUS000578,40s,family,low,apartment,0.67,0.66,meat,high
CUS000579,50s,family,low,apartment,0.46,0.97,produce,medium
CUS000580,30s,family,middle,apartment,0.53,0.77,dairy,high
CUS000581,40s,couple,high,single_household,0.43,0.98,produce,medium
CUS000582,40s,family,high,apartment,0.56,0.97,produce,low
CUS000583,20s,single,low,single_household,0.64,0.56,deli,medium
CUS000584,30s,single,low,single_household,0.67,0.5,deli,medium
CUS000585,60_plus,senior,middle,apartment,0.67,0.96,cheese,medium
CUS000586,40s,family,low,apartment,0.71,0.77,deli,medium
CUS000587,20s,family,low,apartment,0.48,0.65,cheese,low
CUS000588,30s,family,middle,apartment,0.51,0.79,deli,high
CUS000589,20s,single,middle,apartment,0.68,0.69,dairy,medium
CUS000590,20s,single,middle,single_household,0.66,0.37,meat,low
CUS000591,60_plus,senior,high,single_household,0.6,0.73,produce,low
CUS000592,30s,single,middle,single_household,0.52,0.59,produce,medium
CUS000593,30s,single,middle,single_household,0.43,0.71,produce,medium
CUS000594,40s,family,high,apartment,0.3,0.9,meat,medium
CUS000595,20s,family,low,apartment,0.51,0.82,produce,medium
CUS000596,30s,family,middle,apartment,0.64,0.55,meat,low
CUS000597,50s,family,low,apartment,0.66,0.69,dairy,low
CUS000598,40s,senior,middle,apartment,0.42,0.94,dairy,low
CUS000599,60_plus,senior,low,villa,0.59,0.56,dairy,high
CUS000600,40s,family,middle,apartment,0.25,0.79,meat,low
CUS000601,40s,family,middle,apartment,0.24,0.83,deli,medium
CUS000602,50s,senior,high,apartment,0.52,0.71,meat,low
CUS000603,60_plus,family,high,villa,0.76,0.78,deli,low
CUS000604,50s,single,middle,single_household,0.45,0.53,produce,medium
CUS000605,60_plus,senior,middle,apartment,0.43,0.84,produce,medium
CUS000606,50s,family,low,apartment,0.81,0.69,produce,high
CUS000607,50s,couple,middle,apartment,0.47,0.38,dairy,medium
CUS000608,20s,couple,middle,apartment,0.45,0.71,dairy,medium
CUS000609,50s,family,high,apartment,0.52,0.67,meat,medium
CUS000610,30s,senior,high,single_household,0.46,0.75,dairy,low
CUS000611,40s,single,high,single_household,0.43,0.85,meat,medium
CUS000612,40s,couple,high,apartment,0.52,0.87,produce,high
CUS000613,60_plus,senior,high,single_household,0.42,1.0,deli,low
CUS000614,60_plus,senior,low,villa,0.57,0.69,dairy,low
CUS000615,30s,couple,high,single_household,0.34,0.77,produce,medium
CUS000616,50s,single,high,apartment,0.23,0.95,produce,medium
CUS000617,50s,family,low,apartment,0.51,0.8,cheese,low
CUS000618,30s,family,middle,apartment,0.58,0.89,produce,high
CUS000619,20s,single,low,single_household,0.71,0.68,dairy,medium
CUS000620,20s,couple,low,single_household,0.85,0.49,cheese,high
CUS000621,50s,family,high,apartment,0.64,0.99,meat,medium
CUS000622,40s,single,low,villa,0.62,0.67,cheese,low
CUS000623,60_plus,couple,middle,single_household,0.33,0.66,produce,low
CUS000624,40s,family,middle,single_household,0.33,0.99,meat,medium
CUS000625,60_plus,single,middle,single_household,0.41,0.93,cheese,medium
CUS000626,30s,family,high,apartment,0.49,0.43,produce,medium
CUS000627,50s,couple,high,single_household,0.38,0.69,cheese,high
CUS000628,20s,couple,low,villa,0.48,0.81,deli,high
CUS000629,40s,family,middle,apartment,0.62,0.83,cheese,low
CUS000630,50s,senior,middle,villa,0.51,0.97,dairy,high
CUS000631,60_plus,family,low,apartment,0.89,0.99,meat,medium
CUS000632,50s,couple,middle,apartment,0.46,0.55,meat,low
CUS000633,20s,single,middle,villa,0.75,0.57,produce,high
CUS000634,30s,family,middle,villa,0.63,0.86,cheese,high
CUS000635,20s,single,low,apartment,0.64,0.46,deli,medium
CUS000636,20s,single,low,apartment,0.54,0.36,produce,low
CUS000637,40s,family,middle,apartment,0.32,0.74,dairy,medium
CUS000638,50s,couple,middle,apartment,0.56,0.39,produce,medium
CUS000639,50s,family,low,apartment,0.5,0.67,cheese,medium
CUS000640,50s,family,high,apartment,0.38,0.58,dairy,low
CUS000641,50s,couple,high,villa,0.74,0.91,meat,medium
CUS000642,50s,couple,low,apartment,0.45,0.93,dairy,medium
CUS000643,20s,family,low,apartment,0.62,0.66,meat,medium
CUS000644,30s,couple,high,villa,0.53,0.97,produce,low
CUS000645,40s,family,low,apartment,0.71,0.82,deli,medium
CUS000646,50s,couple,middle,apartment,0.46,0.93,meat,high
CUS000647,20s,single,middle,apartment,0.36,0.79,deli,medium
CUS000648,40s,couple,high,apartment,0.4,0.85,meat,medium
CUS000649,40s,family,high,apartment,0.59,0.58,deli,medium
CUS000650,20s,single,middle,single_household,0.57,0.52,deli,high
CUS000651,30s,family,low,apartment,0.48,0.84,produce,medium
CUS000652,50s,senior,high,apartment,0.3,0.61,produce,low
CUS000653,40s,family,middle,villa,0.67,0.8,produce,low
CUS000654,30s,senior,low,apartment,0.88,0.72,produce,medium
CUS000655,50s,family,middle,apartment,0.58,0.81,deli,medium
CUS000656,30s,couple,low,villa,0.62,0.82,produce,medium
CUS000657,50s,couple,middle,single_household,0.63,0.78,dairy,medium
CUS000658,30s,couple,high,apartment,0.35,0.88,meat,low
CUS000659,40s,couple,high,apartment,0.53,0.82,dairy,high
CUS000660,30s,family,low,apartment,0.53,0.72,dairy,low
CUS000661,30s,couple,low,apartment,0.55,0.78,cheese,low
CUS000662,50s,couple,high,apartment,0.17,0.83,produce,low
CUS000663,20s,single,low,single_household,0.78,0.64,produce,medium
CUS000664,20s,family,middle,apartment,0.61,0.8,produce,high
CUS000665,30s,couple,middle,single_household,0.55,0.69,meat,low
CUS000666,50s,senior,middle,single_household,0.66,0.97,deli,high
CUS000667,50s,senior,middle,apartment,0.4,0.74,dairy,high
CUS000668,60_plus,senior,middle,apartment,0.27,0.78,produce,low
CUS000669,30s,couple,high,villa,0.69,0.54,deli,medium
CUS000670,30s,family,middle,apartment,0.5,0.69,meat,medium
CUS000671,20s,single,middle,single_household,0.6,0.63,cheese,low
CUS000672,40s,family,middle,apartment,0.57,0.69,dairy,high
CUS000673,60_plus,single,low,single_household,0.32,0.47,deli,medium
CUS000674,50s,single,high,single_household,0.53,0.89,dairy,low
CUS000675,40s,single,middle,single_household,0.67,0.56,produce,high
CUS000676,30s,family,middle,apartment,0.43,0.93,cheese,medium
CUS000677,60_plus,couple,middle,apartment,0.45,0.95,deli,low
CUS000678,40s,family,high,villa,0.47,0.64,produce,medium
CUS000679,20s,single,low,apartment,0.73,0.54,dairy,high
CUS000680,30s,family,low,apartment,0.73,0.72,meat,high
CUS000681,20s,single,low,single_household,0.69,0.53,deli,medium
CUS000682,30s,family,high,apartment,0.38,0.9,produce,low
CUS000683,20s,couple,high,apartment,0.48,0.88,deli,medium
CUS000684,40s,family,middle,apartment,0.54,0.75,cheese,medium
CUS000685,40s,single,middle,single_household,0.06,0.54,dairy,high
CUS000686,30s,couple,low,single_household,0.76,0.63,produce,medium
CUS000687,30s,single,middle,single_household,0.48,0.64,deli,low
CUS000688,60_plus,senior,middle,apartment,0.74,0.68,produce,medium
CUS000689,50s,family,middle,apartment,0.4,0.73,deli,high
CUS000690,40s,family,middle,apartment,0.46,0.4,cheese,high
CUS000691,30s,single,middle,single_household,0.67,0.72,dairy,medium
CUS000692,50s,couple,middle,apartment,0.6,0.95,produce,low
CUS000693,30s,single,low,single_household,0.66,0.61,deli,high
CUS000694,30s,single,middle,apartment,0.64,0.81,meat,high
CUS000695,60_plus,couple,middle,single_household,0.51,0.86,cheese,medium
CUS000696,40s,family,high,apartment,0.37,0.76,meat,medium
CUS000697,50s,couple,high,single_household,0.55,0.81,cheese,low
CUS000698,40s,couple,low,villa,0.49,0.78,produce,medium
CUS000699,40s,family,middle,apartment,0.75,0.76,dairy,low
CUS000700,30s,family,middle,apartment,0.25,0.63,cheese,medium
CUS000701,30s,single,low,single_household,0.61,0.6,deli,low
CUS000702,30s,single,low,villa,0.71,0.8,deli,medium
CUS000703,20s,single,low,single_household,0.71,0.5,produce,medium
CUS000704,50s,senior,low,single_household,0.81,0.89,dairy,medium
CUS000705,30s,couple,low,single_household,0.97,0.77,dairy,high
CUS000706,40s,family,middle,apartment,0.24,0.87,dairy,medium
CUS000707,50s,senior,low,single_household,0.41,0.84,meat,medium
CUS000708,50s,single,middle,single_household,0.68,0.61,dairy,medium
CUS000709,30s,couple,low,single_household,0.44,0.88,cheese,high
CUS000710,40s,couple,middle,apartment,0.41,0.57,dairy,low
CUS000711,60_plus,senior,low,villa,0.64,0.58,produce,low
CUS000712,40s,family,middle,villa,0.49,0.78,produce,low
CUS000713,50s,senior,high,apartment,0.53,0.72,produce,low
CUS000714,60_plus,couple,high,apartment,0.48,0.82,cheese,medium
CUS000715,50s,family,middle,villa,0.61,0.73,cheese,medium
CUS000716,20s,family,low,apartment,0.64,0.24,meat,medium
CUS000717,40s,family,low,apartment,0.39,0.52,meat,medium
CUS000718,20s,single,middle,single_household,0.32,0.46,produce,low
CUS000719,40s,couple,high,single_household,0.42,0.95,meat,medium
CUS000720,60_plus,senior,low,villa,0.46,1.0,deli,low
CUS000721,40s,family,middle,apartment,0.37,0.96,meat,low
CUS000722,30s,single,high,single_household,0.39,0.84,deli,high
CUS000723,20s,single,middle,single_household,0.56,0.41,deli,low
CUS000724,60_plus,couple,middle,apartment,0.74,0.86,deli,medium
CUS000725,20s,single,middle,single_household,0.68,0.48,dairy,high
CUS000726,20s,single,middle,apartment,0.75,0.77,dairy,medium
CUS000727,30s,single,middle,apartment,0.56,0.75,dairy,medium
CUS000728,20s,single,low,single_household,0.87,0.59,produce,medium
CUS000729,40s,family,middle,villa,0.74,0.86,meat,medium
CUS000730,40s,family,high,apartment,0.46,0.77,deli,medium
CUS000731,30s,couple,low,apartment,0.56,0.65,cheese,medium
CUS000732,20s,family,middle,apartment,0.67,0.82,produce,low
CUS000733,20s,single,low,villa,0.88,0.66,dairy,low
CUS000734,30s,family,low,apartment,0.52,0.82,meat,high
CUS000735,20s,couple,middle,apartment,0.53,0.73,meat,high
CUS000736,40s,couple,high,villa,0.52,0.81,produce,high
CUS000737,30s,family,high,villa,0.56,0.66,meat,medium
CUS000738,30s,family,high,villa,0.58,0.92,deli,high
CUS000739,30s,family,high,apartment,0.58,0.86,meat,medium
CUS000740,30s,family,low,apartment,0.81,0.58,meat,medium
CUS000741,20s,single,low,apartment,1.0,0.57,meat,medium
CUS000742,20s,couple,low,villa,0.74,0.65,deli,low
CUS000743,50s,family,middle,apartment,0.17,0.69,dairy,medium
CUS000744,20s,single,low,single_household,0.38,0.6,produce,medium
CUS000745,40s,couple,low,apartment,0.9,0.75,meat,low
CUS000746,40s,family,middle,apartment,0.54,0.66,cheese,medium
CUS000747,30s,family,middle,apartment,0.48,0.79,dairy,low
CUS000748,30s,family,low,apartment,0.55,0.49,cheese,low
CUS000749,50s,family,middle,apartment,0.4,0.73,meat,high
CUS000750,50s,family,middle,apartment,0.54,0.74,dairy,medium
CUS000751,30s,family,high,apartment,0.48,0.69,dairy,low
